행정구역	2022년11월_총인구수	2022년11월_세대수	2022년11월_세대당 인구	2022년11월_남자 인구수	2022년11월_여자 인구수	2022년11월_남여 비율
충청북도 괴산군 (4376000000)	37,018	21,324	1.74	19,065	17,953	1.06
충청북도 괴산군 괴산읍(4376025000)	9,425	5,010	1.88	4,815	4,610	1.04
충청북도 괴산군 감물면(4376031000)	2,109	1,160	1.82	1,099	1,010	1.09
충청북도 괴산군 장연면(4376032000)	1,898	1,156	1.64	959	939	1.02
충청북도 괴산군 연풍면(4376033000)	2,295	1,381	1.66	1,208	1,087	1.11
충청북도 괴산군 칠성면(4376034000)	3,081	1,822	1.69	1,562	1,519	1.03
충청북도 괴산군 문광면(4376035000)	2,183	1,281	1.7	1,120	1,063	1.05
충청북도 괴산군 청천면(4376036000)	5,174	3,141	1.65	2,683	2,491	1.08
충청북도 괴산군 청안면(4376037000)	3,431	2,049	1.67	1,765	1,666	1.06
충청북도 괴산군 사리면(4376039000)	2,645	1,526	1.73	1,365	1,280	1.07
충청북도 괴산군 소수면(4376040000)	2,085	1,235	1.69	1,078	1,007	1.07
충청북도 괴산군 불정면(4376041000)	2,692	1,563	1.72	1,411	1,281	1.1
충청북도 음성군 (4377000000)	92,035	48,270	1.91	48,858	43,177	1.13
충청북도 음성군 음성읍(4377025000)	16,833	8,852	1.9	8,626	8,207	1.05
충청북도 음성군 금왕읍(4377025300)	19,406	10,155	1.91	10,437	8,969	1.16
충청북도 음성군 소이면(4377031000)	2,871	1,694	1.69	1,483	1,388	1.07
충청북도 음성군 원남면(4377032000)	3,014	1,809	1.67	1,575	1,439	1.09
충청북도 음성군 맹동면(4377033000)	13,175	6,126	2.15	6,919	6,256	1.11
충청북도 음성군 대소면(4377034000)	15,600	7,900	1.97	8,582	7,018	1.22
충청북도 음성군 삼성면(4377035000)	6,662	3,828	1.74	3,707	2,955	1.25
충청북도 음성군 생극면(4377036000)	4,523	2,595	1.74	2,437	2,086	1.17
충청북도 음성군 감곡면(4377037000)	9,951	5,311	1.87	5,092	4,859	1.05
충청북도 단양군 (4380000000)	27,806	15,085	1.84	14,144	13,662	1.04
충청북도 단양군 단양읍(4380025000)	10,112	4,979	2.03	5,104	5,008	1.02
충청북도 단양군 매포읍(4380025300)	5,123	2,650	1.93	2,650	2,473	1.07
충청북도 단양군 대강면(4380031000)	2,389	1,440	1.66	1,205	1,184	1.02
충청북도 단양군 가곡면(4380032000)	2,043	1,168	1.75	1,089	954	1.14
충청북도 단양군 영춘면(4380033000)	3,150	1,844	1.71	1,498	1,652	0.91
충청북도 단양군 어상천면(4380034000)	1,843	1,062	1.74	1,013	830	1.22
충청북도 단양군 적성면(4380035000)	1,524	940	1.62	787	737	1.07
충청북도 단양군 단성면(4380036000)	1,622	1,002	1.62	798	824	0.97
충청남도  (4400000000)	2,122,357	1,018,101	2.08	1,086,076	1,036,281	1.05
충청남도 천안시 (4413000000)	657,821	302,802	2.17	336,790	321,031	1.05
충청남도 천안시 동남구 (4413100000)	255,640	119,035	2.15	129,687	125,953	1.03
충청남도 천안시 동남구 목천읍(4413125000)	24,064	11,432	2.1	12,333	11,731	1.05
충청남도 천안시 동남구 풍세면(4413131000)	4,015	2,171	1.85	2,195	1,820	1.21
충청남도 천안시 동남구 광덕면(4413132000)	4,213	2,344	1.8	2,149	2,064	1.04
충청남도 천안시 동남구 북면(4413133000)	4,324	2,493	1.73	2,274	2,050	1.11
충청남도 천안시 동남구 성남면(4413134000)	3,055	1,617	1.89	1,592	1,463	1.09
충청남도 천안시 동남구 수신면(4413135000)	2,247	1,320	1.7	1,236	1,011	1.22
충청남도 천안시 동남구 병천면(4413136000)	6,351	3,692	1.72	3,459	2,892	1.2
충청남도 천안시 동남구 동면(4413137000)	2,019	1,161	1.74	1,092	927	1.18
충청남도 천안시 동남구 중앙동(4413151000)	5,271	3,138	1.68	2,763	2,508	1.1
충청남도 천안시 동남구 문성동(4413152000)	7,456	3,766	1.98	3,796	3,660	1.04
충청남도 천안시 동남구 원성1동(4413153000)	8,469	4,208	2.01	4,420	4,049	1.09
충청남도 천안시 동남구 원성2동(4413154000)	9,057	4,873	1.86	4,642	4,415	1.05
충청남도 천안시 동남구 봉명동(4413155000)	17,743	9,201	1.93	9,105	8,638	1.05
충청남도 천안시 동남구 일봉동(4413156000)	22,597	8,641	2.62	11,243	11,354	0.99
충청남도 천안시 동남구 신방동(4413157000)	43,829	18,681	2.35	22,451	21,378	1.05
충청남도 천안시 동남구 청룡동(4413158000)	54,157	21,428	2.53	27,021	27,136	1
충청남도 천안시 동남구 신안동(4413159000)	36,773	18,869	1.95	17,916	18,857	0.95
충청남도 천안시 서북구 (4413300000)	402,181	183,767	2.19	207,103	195,078	1.06
충청남도 천안시 서북구 성환읍(4413325000)	23,533	11,326	2.08	12,328	11,205	1.1
충청남도 천안시 서북구 성거읍(4413325300)	20,977	9,632	2.18	11,045	9,932	1.11
충청남도 천안시 서북구 직산읍(4413325600)	19,982	9,877	2.02	10,910	9,072	1.2
충청남도 천안시 서북구 입장면(4413331000)	8,353	4,489	1.86	4,544	3,809	1.19
충청남도 천안시 서북구 성정1동(4413351000)	17,764	9,841	1.81	9,328	8,436	1.11
충청남도 천안시 서북구 성정2동(4413352000)	25,959	18,013	1.44	14,200	11,759	1.21
충청남도 천안시 서북구 쌍용1동(4413353000)	13,574	6,350	2.14	6,671	6,903	0.97
충청남도 천안시 서북구 쌍용2동(4413354000)	36,655	14,798	2.48	18,065	18,590	0.97
충청남도 천안시 서북구 쌍용3동(4413355000)	18,335	8,112	2.26	8,863	9,472	0.94
충청남도 천안시 서북구 백석동(4413356000)	39,904	14,647	2.72	20,080	19,824	1.01
충청남도 천안시 서북구 불당1동(4413356600)	32,786	13,073	2.51	16,376	16,410	1
충청남도 천안시 서북구 불당2동(4413356700)	36,799	13,532	2.72	18,381	18,418	1
충청남도 천안시 서북구 부성1동(4413358000)	49,869	24,903	2	25,722	24,147	1.07
충청남도 천안시 서북구 부성2동(4413359000)	57,691	25,174	2.29	30,590	27,101	1.13
충청남도 공주시 (4415000000)	102,651	52,413	1.96	51,258	51,393	1
충청남도 공주시 유구읍(4415025000)	7,146	3,801	1.88	3,597	3,549	1.01
충청남도 공주시 이인면(4415031000)	3,096	1,638	1.89	1,582	1,514	1.04
충청남도 공주시 탄천면(4415032000)	2,845	1,596	1.78	1,465	1,380	1.06
충청남도 공주시 계룡면(4415033000)	5,276	3,004	1.76	2,710	2,566	1.06
충청남도 공주시 반포면(4415034000)	4,189	2,166	1.93	2,188	2,001	1.09
충청남도 공주시 의당면(4415036000)	4,492	2,409	1.86	2,352	2,140	1.1
충청남도 공주시 정안면(4415037000)	4,697	2,597	1.81	2,517	2,180	1.15
충청남도 공주시 우성면(4415038000)	5,090	2,746	1.85	2,650	2,440	1.09
충청남도 공주시 사곡면(4415039000)	2,809	1,507	1.86	1,408	1,401	1
충청남도 공주시 신풍면(4415040000)	3,130	1,557	2.01	1,389	1,741	0.8
충청남도 공주시 중학동(4415051000)	4,489	2,535	1.77	2,277	2,212	1.03
충청남도 공주시 웅진동(4415054000)	7,979	3,966	2.01	3,918	4,061	0.96
충청남도 공주시 금학동(4415055000)	5,341	2,635	2.03	2,637	2,704	0.98
충청남도 공주시 옥룡동(4415056000)	7,579	4,077	1.86	3,785	3,794	1
충청남도 공주시 신관동(4415057000)	19,603	9,865	1.99	9,452	10,151	0.93
충청남도 공주시 월송동(4415059000)	14,890	6,314	2.36	7,331	7,559	0.97
충청남도 보령시 (4418000000)	97,188	49,668	1.96	49,231	47,957	1.03
충청남도 보령시 웅천읍(4418025000)	5,957	3,455	1.72	3,005	2,952	1.02
충청남도 보령시 주포면(4418031000)	1,599	928	1.72	838	761	1.1
충청남도 보령시 오천면(4418032000)	2,111	1,174	1.8	1,126	985	1.14
충청남도 보령시 오천면어항출장소(4418032500)	1,578	852	1.85	859	719	1.19
충청남도 보령시 원산도출장소(4418032800)	1,075	581	1.85	579	496	1.17
충청남도 보령시 천북면(4418033000)	3,356	1,840	1.82	1,747	1,609	1.09
충청남도 보령시 청소면(4418034000)	2,521	1,443	1.75	1,271	1,250	1.02
충청남도 보령시 청라면(4418035000)	3,713	2,052	1.81	1,867	1,846	1.01
충청남도 보령시 남포면(4418036000)	4,985	2,724	1.83	2,502	2,483	1.01
충청남도 보령시 주산면(4418038000)	2,363	1,437	1.64	1,183	1,180	1
충청남도 보령시 미산면(4418039000)	1,690	1,025	1.65	869	821	1.06
충청남도 보령시 성주면(4418040000)	2,061	1,180	1.75	1,029	1,032	1
충청남도 보령시 주교면(4418041000)	5,071	2,528	2.01	2,644	2,427	1.09
충청남도 보령시 대천1동(4418051500)	13,714	6,617	2.07	6,888	6,826	1.01
충청남도 보령시 대천2동(4418052500)	6,502	3,213	2.02	3,275	3,227	1.01
충청남도 보령시 대천3동(4418053500)	15,991	7,414	2.16	8,048	7,943	1.01
충청남도 보령시 대천4동(4418054500)	16,773	7,760	2.16	8,346	8,427	0.99
충청남도 보령시 대천5동(4418056500)	6,128	3,445	1.78	3,155	2,973	1.06
충청남도 아산시 (4420000000)	333,602	151,761	2.2	173,842	159,760	1.09
충청남도 아산시 염치읍(4420025000)	6,204	3,146	1.97	3,268	2,936	1.11
충청남도 아산시 배방읍(4420025300)	85,587	38,010	2.25	44,079	41,508	1.06
충청남도 아산시 송악면(4420031000)	4,175	1,960	2.13	2,147	2,028	1.06
충청남도 아산시 탕정면(4420033000)	32,070	13,189	2.43	17,153	14,917	1.15
충청남도 아산시 음봉면(4420035000)	20,203	9,410	2.15	10,992	9,211	1.19
충청남도 아산시 둔포면(4420036000)	22,914	11,934	1.92	13,001	9,913	1.31
충청남도 아산시 영인면(4420037000)	5,412	2,772	1.95	2,865	2,547	1.12
충청남도 아산시 인주면(4420038000)	6,018	3,413	1.76	3,396	2,622	1.3
충청남도 아산시 선장면(4420039000)	2,997	1,635	1.83	1,544	1,453	1.06
충청남도 아산시 도고면(4420040000)	4,406	2,355	1.87	2,265	2,141	1.06
충청남도 아산시 신창면(4420041000)	19,045	9,333	2.04	9,987	9,058	1.1
충청남도 아산시 온양1동(4420057000)	9,154	4,558	2.01	4,798	4,356	1.1
충청남도 아산시 온양2동(4420058000)	10,638	5,930	1.79	5,615	5,023	1.12
충청남도 아산시 온양3동(4420059000)	37,895	15,459	2.45	18,992	18,903	1
충청남도 아산시 온양4동(4420060000)	17,899	7,761	2.31	9,081	8,818	1.03
충청남도 아산시 온양5동(4420061000)	20,969	8,783	2.39	10,770	10,199	1.06
충청남도 아산시 온양6동(4420062000)	28,016	12,113	2.31	13,889	14,127	0.98
충청남도 서산시 (4421000000)	176,440	82,386	2.14	92,003	84,437	1.09
충청남도 서산시 대산읍(4421025000)	13,345	7,217	1.85	7,798	5,547	1.41
충청남도 서산시 인지면(4421031000)	7,249	3,424	2.12	3,703	3,546	1.04
충청남도 서산시 부석면(4421032000)	5,220	2,799	1.86	2,666	2,554	1.04
충청남도 서산시 팔봉면(4421033000)	3,297	1,809	1.82	1,687	1,610	1.05
충청남도 서산시 지곡면(4421034000)	8,201	3,913	2.1	4,404	3,797	1.16
충청남도 서산시 성연면(4421036000)	15,929	6,457	2.47	8,338	7,591	1.1
충청남도 서산시 음암면(4421037000)	9,267	4,498	2.06	4,776	4,491	1.06
충청남도 서산시 운산면(4421038000)	4,949	2,709	1.83	2,526	2,423	1.04
충청남도 서산시 해미면(4421039000)	7,138	3,938	1.81	3,702	3,436	1.08
충청남도 서산시 고북면(4421040000)	6,043	2,975	2.03	3,145	2,898	1.09
충청남도 서산시 부춘동(4421051000)	18,923	9,003	2.1	9,881	9,042	1.09
충청남도 서산시 동문1동(4421052500)	18,276	7,778	2.35	9,523	8,753	1.09
충청남도 서산시 동문2동(4421053500)	8,572	4,374	1.96	4,336	4,236	1.02
충청남도 서산시 수석동(4421054000)	16,170	7,530	2.15	8,204	7,966	1.03
충청남도 서산시 석남동(4421055000)	33,861	13,962	2.43	17,314	16,547	1.05
충청남도 논산시 (4423000000)	112,842	58,162	1.94	56,321	56,521	1
충청남도 논산시 강경읍(4423025000)	7,710	4,249	1.81	3,762	3,948	0.95
충청남도 논산시 연무읍(4423025300)	13,114	6,774	1.94	6,575	6,539	1.01
충청남도 논산시 성동면(4423031000)	3,924	2,158	1.82	1,973	1,951	1.01
충청남도 논산시 광석면(4423032000)	4,060	2,245	1.81	2,055	2,005	1.02
충청남도 논산시 노성면(4423033000)	2,846	1,592	1.79	1,440	1,406	1.02
충청남도 논산시 상월면(4423034000)	3,423	1,899	1.8	1,714	1,709	1
충청남도 논산시 부적면(4423035000)	3,447	1,930	1.79	1,755	1,692	1.04
충청남도 논산시 연산면(4423036000)	5,935	3,365	1.76	3,047	2,888	1.06
충청남도 논산시 벌곡면(4423038000)	2,400	1,426	1.68	1,233	1,167	1.06
충청남도 논산시 양촌면(4423039000)	6,091	3,039	2	3,079	3,012	1.02
충청남도 논산시 가야곡면(4423040000)	3,290	1,913	1.72	1,676	1,614	1.04
충청남도 논산시 은진면(4423041000)	3,885	2,309	1.68	2,073	1,812	1.14
충청남도 논산시 채운면(4423042000)	2,147	1,149	1.87	1,037	1,110	0.93
충청남도 논산시 취암동(4423051000)	34,983	16,861	2.07	17,418	17,565	0.99
충청남도 논산시 부창동(4423052000)	15,587	7,253	2.15	7,484	8,103	0.92
충청남도 계룡시 (4425000000)	44,328	17,956	2.47	22,081	22,247	0.99
충청남도 계룡시 두마면(4425031000)	9,798	4,133	2.37	4,842	4,956	0.98
충청남도 계룡시 엄사면(4425031500)	17,822	7,846	2.27	8,694	9,128	0.95
충청남도 계룡시 신도안면(4425033000)	8,370	2,608	3.21	4,343	4,027	1.08
충청남도 계룡시 금암동(4425051000)	8,338	3,369	2.47	4,202	4,136	1.02
충청남도 당진시 (4427000000)	167,955	80,998	2.07	89,443	78,512	1.14
충청남도 당진시 합덕읍(4427025000)	8,440	4,580	1.84	4,435	4,005	1.11
충청남도 당진시 송악읍(4427025300)	30,583	14,666	2.09	17,014	13,569	1.25
충청남도 당진시 고대면(4427031000)	5,322	2,856	1.86	2,753	2,569	1.07
충청남도 당진시 석문면(4427032000)	9,124	5,568	1.64	5,380	3,744	1.44
충청남도 당진시 대호지면(4427033000)	2,329	1,253	1.86	1,188	1,141	1.04
충청남도 당진시 정미면(4427034000)	3,553	1,961	1.81	1,827	1,726	1.06
충청남도 당진시 면천면(4427035000)	3,489	1,857	1.88	1,802	1,687	1.07
충청남도 당진시 순성면(4427036000)	4,931	2,570	1.92	2,492	2,439	1.02
충청남도 당진시 우강면(4427037000)	5,512	2,794	1.97	2,768	2,744	1.01
충청남도 당진시 신평면(4427038000)	15,178	6,656	2.28	7,778	7,400	1.05
충청남도 당진시 송산면(4427039000)	11,952	6,214	1.92	6,872	5,080	1.35
충청남도 당진시 당진1동(4427051000)	26,835	13,183	2.04	14,225	12,610	1.13
충청남도 당진시 당진2동(4427052000)	23,114	9,643	2.4	11,850	11,264	1.05
충청남도 당진시 당진3동(4427053000)	17,593	7,197	2.44	9,059	8,534	1.06
충청남도 금산군 (4471000000)	50,092	26,164	1.91	25,320	24,772	1.02
충청남도 금산군 금산읍(4471025000)	22,426	10,520	2.13	11,024	11,402	0.97
충청남도 금산군 금성면(4471031000)	3,180	1,784	1.78	1,624	1,556	1.04
충청남도 금산군 제원면(4471032000)	2,755	1,610	1.71	1,444	1,311	1.1
충청남도 금산군 부리면(4471033000)	2,432	1,426	1.71	1,225	1,207	1.01
충청남도 금산군 군북면(4471034000)	2,440	1,366	1.79	1,245	1,195	1.04
충청남도 금산군 남일면(4471035000)	2,770	1,429	1.94	1,408	1,362	1.03
충청남도 금산군 남이면(4471036000)	2,049	1,149	1.78	1,045	1,004	1.04
충청남도 금산군 진산면(4471037000)	3,194	1,877	1.7	1,605	1,589	1.01
충청남도 금산군 복수면(4471038000)	2,962	1,713	1.73	1,557	1,405	1.11
충청남도 금산군 추부면(4471039000)	5,884	3,290	1.79	3,143	2,741	1.15
충청남도 부여군 (4476000000)	62,435	32,988	1.89	31,011	31,424	0.99
충청남도 부여군 부여읍(4476025000)	19,013	9,510	2	9,422	9,591	0.98
충청남도 부여군 규암면(4476031000)	11,766	5,719	2.06	5,789	5,977	0.97
충청남도 부여군 은산면(4476032000)	3,653	1,938	1.88	1,856	1,797	1.03
충청남도 부여군 외산면(4476033000)	2,269	1,324	1.71	1,122	1,147	0.98
충청남도 부여군 내산면(4476034000)	1,508	838	1.8	756	752	1.01
충청남도 부여군 구룡면(4476035000)	2,285	1,278	1.79	1,127	1,158	0.97
충청남도 부여군 홍산면(4476036000)	2,769	1,514	1.83	1,336	1,433	0.93
충청남도 부여군 옥산면(4476037000)	1,398	797	1.75	678	720	0.94
충청남도 부여군 남면(4476038000)	1,771	999	1.77	857	914	0.94
충청남도 부여군 충화면(4476039000)	1,113	665	1.67	571	542	1.05
충청남도 부여군 양화면(4476040000)	1,634	995	1.64	770	864	0.89
충청남도 부여군 임천면(4476041000)	2,759	1,575	1.75	1,365	1,394	0.98
충청남도 부여군 장암면(4476042000)	2,651	1,506	1.76	1,346	1,305	1.03
충청남도 부여군 세도면(4476043000)	3,021	1,702	1.77	1,535	1,486	1.03
충청남도 부여군 석성면(4476044000)	2,750	1,458	1.89	1,436	1,314	1.09
충청남도 부여군 초촌면(4476045000)	2,075	1,170	1.77	1,045	1,030	1.01
충청남도 서천군 (4477000000)	50,009	26,662	1.88	24,720	25,289	0.98
충청남도 서천군 장항읍(4477025000)	11,106	5,919	1.88	5,567	5,539	1.01
충청남도 서천군 서천읍(4477025300)	13,108	6,073	2.16	6,399	6,709	0.95
충청남도 서천군 마서면(4477031000)	4,695	2,613	1.8	2,336	2,359	0.99
충청남도 서천군 화양면(4477032000)	2,195	1,253	1.75	1,075	1,120	0.96
충청남도 서천군 기산면(4477033000)	1,557	911	1.71	770	787	0.98
충청남도 서천군 한산면(4477034000)	2,419	1,400	1.73	1,145	1,274	0.9
충청남도 서천군 마산면(4477035000)	1,439	811	1.77	688	751	0.92
충청남도 서천군 시초면(4477036000)	1,205	698	1.73	578	627	0.92
충청남도 서천군 문산면(4477037000)	1,208	719	1.68	613	595	1.03
충청남도 서천군 판교면(4477038000)	2,022	1,172	1.73	982	1,040	0.94
충청남도 서천군 종천면(4477039000)	2,007	1,179	1.7	968	1,039	0.93
충청남도 서천군 비인면(4477040000)	2,850	1,623	1.76	1,426	1,424	1
충청남도 서천군 서면(4477041000)	4,198	2,291	1.83	2,173	2,025	1.07
충청남도 청양군 (4479000000)	30,270	16,550	1.83	15,398	14,872	1.04
충청남도 청양군 청양읍(4479025000)	9,981	5,292	1.89	5,070	4,911	1.03
충청남도 청양군 운곡면(4479031000)	2,107	1,218	1.73	1,051	1,056	1
충청남도 청양군 대치면(4479032000)	2,223	1,239	1.79	1,167	1,056	1.11
충청남도 청양군 정산면(4479033000)	3,491	1,899	1.84	1,820	1,671	1.09
충청남도 청양군 목면(4479034000)	1,471	808	1.82	775	696	1.11
충청남도 청양군 청남면(4479035000)	1,824	998	1.83	942	882	1.07
충청남도 청양군 장평면(4479036000)	2,269	1,191	1.91	1,145	1,124	1.02
충청남도 청양군 남양면(4479037000)	2,665	1,523	1.75	1,317	1,348	0.98
충청남도 청양군 화성면(4479038000)	2,139	1,201	1.78	1,076	1,063	1.01
충청남도 청양군 비봉면(4479039000)	2,100	1,181	1.78	1,035	1,065	0.97
충청남도 홍성군 (4480000000)	98,053	46,786	2.1	48,848	49,205	0.99
충청남도 홍성군 홍성읍(4480025000)	36,863	17,806	2.07	18,245	18,618	0.98
충청남도 홍성군 광천읍(4480025300)	8,103	4,315	1.88	3,996	4,107	0.97
충청남도 홍성군 홍북읍(4480025600)	29,102	11,585	2.51	14,598	14,504	1.01
충청남도 홍성군 금마면(4480032000)	3,459	1,888	1.83	1,773	1,686	1.05
충청남도 홍성군 홍동면(4480033000)	3,406	1,720	1.98	1,712	1,694	1.01
충청남도 홍성군 장곡면(4480034000)	2,823	1,573	1.79	1,357	1,466	0.93
충청남도 홍성군 은하면(4480035000)	2,207	1,208	1.83	1,132	1,075	1.05
충청남도 홍성군 결성면(4480036000)	2,015	1,144	1.76	981	1,034	0.95
충청남도 홍성군 서부면(4480037000)	3,146	1,664	1.89	1,542	1,604	0.96
충청남도 홍성군 갈산면(4480038000)	3,478	1,980	1.76	1,761	1,717	1.03
충청남도 홍성군 구항면(4480039000)	3,451	1,903	1.81	1,751	1,700	1.03
충청남도 예산군 (4481000000)	77,329	39,597	1.95	38,809	38,520	1.01
충청남도 예산군 예산읍(4481025000)	31,843	15,252	2.09	15,790	16,053	0.98
충청남도 예산군 삽교읍(4481025300)	12,121	6,131	1.98	6,073	6,048	1
충청남도 예산군 대술면(4481031000)	2,342	1,332	1.76	1,192	1,150	1.04
충청남도 예산군 신양면(4481032000)	2,969	1,632	1.82	1,498	1,471	1.02
충청남도 예산군 광시면(4481033000)	3,036	1,693	1.79	1,504	1,532	0.98
충청남도 예산군 대흥면(4481034000)	1,730	975	1.77	888	842	1.05
충청남도 예산군 응봉면(4481035000)	2,445	1,349	1.81	1,274	1,171	1.09
충청남도 예산군 덕산면(4481036000)	6,526	3,446	1.89	3,236	3,290	0.98
충청남도 예산군 봉산면(4481037000)	2,471	1,333	1.85	1,251	1,220	1.03
충청남도 예산군 고덕면(4481038000)	4,338	2,324	1.87	2,208	2,130	1.04
충청남도 예산군 신암면(4481039000)	3,384	1,876	1.8	1,737	1,647	1.05
충청남도 예산군 오가면(4481040000)	4,124	2,254	1.83	2,158	1,966	1.1
충청남도 태안군 (4482500000)	61,342	33,208	1.85	31,001	30,341	1.02
충청남도 태안군 태안읍(4482525000)	29,210	14,390	2.03	14,768	14,442	1.02
충청남도 태안군 안면읍(4482525300)	8,342	4,770	1.75	4,160	4,182	0.99
충청남도 태안군 고남면(4482531000)	2,311	1,336	1.73	1,108	1,203	0.92
충청남도 태안군 남면(4482532000)	4,249	2,492	1.71	2,193	2,056	1.07
충청남도 태안군 근흥면(4482533000)	5,345	3,168	1.69	2,755	2,590	1.06
충청남도 태안군 소원면(4482534000)	5,299	3,156	1.68	2,637	2,662	0.99
충청남도 태안군 원북면(4482535000)	4,373	2,623	1.67	2,247	2,126	1.06
충청남도 태안군 이원면(4482536000)	2,213	1,273	1.74	1,133	1,080	1.05
전라북도  (4500000000)	1,770,839	855,573	2.07	881,151	889,688	0.99
전라북도 전주시 (4511000000)	652,458	296,394	2.2	320,708	331,750	0.97
전라북도 전주시 완산구 (4511100000)	333,221	153,706	2.17	162,174	171,047	0.95
전라북도 전주시 완산구 중앙동(4511151000)	9,630	4,920	1.96	4,811	4,819	1
전라북도 전주시 완산구 풍남동(4511153000)	3,881	2,377	1.63	1,941	1,940	1
전라북도 전주시 완산구 노송동(4511160500)	11,202	5,846	1.92	5,469	5,733	0.95
전라북도 전주시 완산구 완산동(4511163500)	5,241	2,737	1.91	2,564	2,677	0.96
전라북도 전주시 완산구 동서학동(4511165000)	6,169	3,206	1.92	3,055	3,114	0.98
전라북도 전주시 완산구 서서학동(4511166000)	8,380	4,439	1.89	4,072	4,308	0.95
전라북도 전주시 완산구 중화산1동(4511167100)	13,911	6,320	2.2	6,675	7,236	0.92
전라북도 전주시 완산구 중화산2동(4511167200)	19,406	9,193	2.11	9,714	9,692	1
전라북도 전주시 완산구 서신동(4511168000)	40,066	17,439	2.3	19,454	20,612	0.94
전라북도 전주시 완산구 평화1동(4511169100)	12,468	7,147	1.74	6,020	6,448	0.93
전라북도 전주시 완산구 평화2동(4511169200)	44,871	18,761	2.39	21,578	23,293	0.93
전라북도 전주시 완산구 삼천1동(4511170100)	11,044	4,992	2.21	5,356	5,688	0.94
전라북도 전주시 완산구 삼천2동(4511170200)	13,190	6,259	2.11	6,342	6,848	0.93
전라북도 전주시 완산구 삼천3동(4511170300)	21,376	9,127	2.34	10,281	11,095	0.93
전라북도 전주시 완산구 효자1동(4511171100)	12,869	5,858	2.2	6,175	6,694	0.92
전라북도 전주시 완산구 효자2동(4511171200)	9,604	4,520	2.12	4,604	5,000	0.92
전라북도 전주시 완산구 효자3동(4511171300)	14,364	5,969	2.41	6,759	7,605	0.89
전라북도 전주시 완산구 효자4동(4511171400)	38,754	16,346	2.37	18,851	19,903	0.95
전라북도 전주시 완산구 효자5동(4511173000)	36,795	18,250	2.02	18,453	18,342	1.01
전라북도 전주시 덕진구 (4511300000)	319,237	142,688	2.24	158,534	160,703	0.99
전라북도 전주시 덕진구 진북동(4511352500)	13,501	6,898	1.96	6,565	6,936	0.95
전라북도 전주시 덕진구 인후1동(4511354000)	17,942	7,543	2.38	8,595	9,347	0.92
전라북도 전주시 덕진구 인후2동(4511355000)	10,895	5,887	1.85	5,415	5,480	0.99
전라북도 전주시 덕진구 인후3동(4511356000)	31,261	14,603	2.14	15,393	15,868	0.97
전라북도 전주시 덕진구 덕진동(4511357000)	20,703	10,688	1.94	10,498	10,205	1.03
전라북도 전주시 덕진구 금암1동(4511358000)	7,810	5,442	1.44	4,233	3,577	1.18
전라북도 전주시 덕진구 금암2동(4511359000)	9,627	5,101	1.89	4,693	4,934	0.95
전라북도 전주시 덕진구 팔복동(4511360000)	7,636	4,548	1.68	4,165	3,471	1.2
전라북도 전주시 덕진구 우아1동(4511361100)	12,601	6,080	2.07	6,281	6,320	0.99
전라북도 전주시 덕진구 우아2동(4511361200)	14,316	7,683	1.86	7,457	6,859	1.09
전라북도 전주시 덕진구 호성동(4511362000)	19,497	7,985	2.44	9,276	10,221	0.91
전라북도 전주시 덕진구 송천1동(4511364100)	63,823	23,584	2.71	31,548	32,275	0.98
전라북도 전주시 덕진구 송천2동(4511364200)	25,723	10,461	2.46	12,536	13,187	0.95
전라북도 전주시 덕진구 조촌동(4511365000)	12,324	6,298	1.96	6,334	5,990	1.06
전라북도 전주시 덕진구 여의동(4511366500)	31,532	13,087	2.41	15,809	15,723	1.01
전라북도 전주시 덕진구 혁신동(4511367000)	20,046	6,800	2.95	9,736	10,310	0.94
전라북도 전주시효자출장소 (4511800000)	0	0	0	0	0	0
전라북도 군산시 (4513000000)	262,635	123,085	2.13	132,948	129,687	1.03
전라북도 군산시 옥구읍(4513025000)	2,993	1,639	1.83	1,533	1,460	1.05
전라북도 군산시 옥산면(4513031000)	4,647	1,987	2.34	2,364	2,283	1.04
전라북도 군산시 회현면(4513032000)	3,314	1,546	2.14	1,707	1,607	1.06
전라북도 군산시 임피면(4513033000)	2,513	1,400	1.8	1,286	1,227	1.05
전라북도 군산시 서수면(4513034000)	2,425	1,299	1.87	1,220	1,205	1.01
전라북도 군산시 대야면(4513035000)	4,806	2,623	1.83	2,397	2,409	1
전라북도 군산시 개정면(4513036000)	2,897	1,484	1.95	1,470	1,427	1.03
전라북도 군산시 성산면(4513037000)	2,771	1,404	1.97	1,382	1,389	0.99
전라북도 군산시 나포면(4513038000)	2,132	1,171	1.82	1,103	1,029	1.07
전라북도 군산시 옥도면(4513039000)	3,124	1,787	1.75	1,770	1,354	1.31
전라북도 군산시 옥서면(4513040000)	2,852	1,541	1.85	1,463	1,389	1.05
전라북도 군산시 해신동(4513051500)	2,192	1,213	1.81	1,064	1,128	0.94
전라북도 군산시 월명동(4513053000)	5,022	2,767	1.81	2,504	2,518	0.99
전라북도 군산시 신풍동(4513055000)	6,741	3,372	2	3,362	3,379	0.99
전라북도 군산시 삼학동(4513056000)	5,375	2,937	1.83	2,601	2,774	0.94
전라북도 군산시 중앙동(4513060500)	4,239	2,353	1.8	2,118	2,121	1
전라북도 군산시 흥남동(4513064000)	12,373	5,716	2.16	6,219	6,154	1.01
전라북도 군산시 조촌동(4513065000)	24,757	10,821	2.29	12,476	12,281	1.02
