행정구역	2022년11월_총인구수	2022년11월_세대수	2022년11월_세대당 인구	2022년11월_남자 인구수	2022년11월_여자 인구수	2022년11월_남여 비율
서울특별시 영등포구 영등포본동(1156051500)	21,019	10,395	2.02	10,777	10,242	1.05
서울특별시 영등포구 영등포동(1156053500)	29,670	21,018	1.41	15,332	14,338	1.07
서울특별시 영등포구 여의동(1156054000)	32,579	13,307	2.45	15,299	17,280	0.89
서울특별시 영등포구 당산제1동(1156055000)	20,346	10,952	1.86	9,919	10,427	0.95
서울특별시 영등포구 당산제2동(1156056000)	36,947	18,913	1.95	17,253	19,694	0.88
서울특별시 영등포구 도림동(1156058500)	17,725	9,572	1.85	8,961	8,764	1.02
서울특별시 영등포구 문래동(1156060500)	32,331	13,108	2.47	15,787	16,544	0.95
서울특별시 영등포구 양평제1동(1156061000)	18,354	9,911	1.85	8,927	9,427	0.95
서울특별시 영등포구 양평제2동(1156062000)	22,391	10,890	2.06	10,938	11,453	0.96
서울특별시 영등포구 신길제1동(1156063000)	19,061	11,374	1.68	9,656	9,405	1.03
서울특별시 영등포구 신길제3동(1156065000)	16,363	7,608	2.15	8,068	8,295	0.97
서울특별시 영등포구 신길제4동(1156066000)	12,339	5,787	2.13	6,112	6,227	0.98
서울특별시 영등포구 신길제5동(1156067000)	10,230	4,660	2.2	4,968	5,262	0.94
서울특별시 영등포구 신길제6동(1156068000)	18,926	9,210	2.05	9,260	9,666	0.96
서울특별시 영등포구 신길제7동(1156069000)	19,653	7,829	2.51	9,770	9,883	0.99
서울특별시 영등포구 대림제1동(1156070000)	14,161	7,010	2.02	7,046	7,115	0.99
서울특별시 영등포구 대림제2동(1156071000)	11,810	6,913	1.71	5,794	6,016	0.96
서울특별시 영등포구 대림제3동(1156072000)	21,880	10,299	2.12	10,899	10,981	0.99
서울특별시 동작구 (1159000000)	381,704	186,197	2.05	184,596	197,108	0.94
서울특별시 동작구 노량진제1동(1159051000)	31,709	16,329	1.94	15,988	15,721	1.02
서울특별시 동작구 노량진제2동(1159052000)	10,532	6,867	1.53	5,456	5,076	1.07
서울특별시 동작구 상도제1동(1159053000)	44,267	22,297	1.99	21,493	22,774	0.94
서울특별시 동작구 상도제2동(1159054000)	27,707	12,582	2.2	13,256	14,451	0.92
서울특별시 동작구 상도제3동(1159055000)	24,169	12,160	1.99	11,515	12,654	0.91
서울특별시 동작구 상도제4동(1159056000)	28,260	14,150	2	13,720	14,540	0.94
서울특별시 동작구 흑석동(1159060500)	29,106	13,031	2.23	14,158	14,948	0.95
서울특별시 동작구 사당제1동(1159062000)	22,566	13,586	1.66	10,832	11,734	0.92
서울특별시 동작구 사당제2동(1159063000)	28,449	12,558	2.27	13,629	14,820	0.92
서울특별시 동작구 사당제3동(1159064000)	24,009	10,501	2.29	11,636	12,373	0.94
서울특별시 동작구 사당제4동(1159065000)	14,012	7,245	1.93	6,685	7,327	0.91
서울특별시 동작구 사당제5동(1159065100)	14,339	6,685	2.14	6,871	7,468	0.92
서울특별시 동작구 대방동(1159066000)	36,975	17,146	2.16	17,501	19,474	0.9
서울특별시 동작구 신대방제1동(1159067000)	23,321	10,378	2.25	11,178	12,143	0.92
서울특별시 동작구 신대방제2동(1159068000)	22,283	10,682	2.09	10,678	11,605	0.92
서울특별시 관악구 (1162000000)	487,038	283,538	1.72	244,969	242,069	1.01
서울특별시 관악구 보라매동(1162052500)	24,257	13,114	1.85	11,914	12,343	0.97
서울특별시 관악구 청림동(1162054500)	14,947	6,445	2.32	7,228	7,719	0.94
서울특별시 관악구 성현동(1162056500)	28,692	12,270	2.34	13,824	14,868	0.93
서울특별시 관악구 행운동(1162057500)	29,169	18,193	1.6	14,130	15,039	0.94
서울특별시 관악구 낙성대동(1162058500)	17,383	11,918	1.46	8,740	8,643	1.01
서울특별시 관악구 청룡동(1162059500)	35,988	24,130	1.49	17,332	18,656	0.93
서울특별시 관악구 은천동(1162060500)	32,726	16,066	2.04	15,989	16,737	0.96
서울특별시 관악구 중앙동(1162061500)	15,313	10,141	1.51	7,378	7,935	0.93
서울특별시 관악구 인헌동(1162062500)	25,810	14,813	1.74	12,553	13,257	0.95
서울특별시 관악구 남현동(1162063000)	17,990	9,861	1.82	8,708	9,282	0.94
서울특별시 관악구 서원동(1162064500)	22,817	14,784	1.54	11,940	10,877	1.1
서울특별시 관악구 신원동(1162065500)	17,875	11,307	1.58	9,050	8,825	1.03
서울특별시 관악구 서림동(1162066500)	23,407	14,936	1.57	13,000	10,407	1.25
서울특별시 관악구 신사동(1162068500)	22,681	14,411	1.57	11,382	11,299	1.01
서울특별시 관악구 신림동(1162069500)	23,033	18,844	1.22	12,201	10,832	1.13
서울특별시 관악구 난향동(1162071500)	14,979	6,217	2.41	7,330	7,649	0.96
서울특별시 관악구 조원동(1162072500)	19,020	11,814	1.61	9,509	9,511	1
서울특별시 관악구 대학동(1162073500)	23,962	16,910	1.42	14,564	9,398	1.55
서울특별시 관악구 삼성동(1162074500)	20,532	9,876	2.08	10,232	10,300	0.99
서울특별시 관악구 미성동(1162076500)	30,138	14,428	2.09	14,774	15,364	0.96
서울특별시 관악구 난곡동(1162077500)	26,319	13,060	2.02	13,191	13,128	1
서울특별시 서초구 (1165000000)	404,704	168,025	2.41	193,333	211,371	0.91
서울특별시 서초구 서초1동(1165051000)	20,477	9,497	2.16	9,904	10,573	0.94
서울특별시 서초구 서초2동(1165052000)	26,468	11,656	2.27	12,605	13,863	0.91
서울특별시 서초구 서초3동(1165053000)	32,086	15,224	2.11	15,265	16,821	0.91
서울특별시 서초구 서초4동(1165053100)	30,303	10,677	2.84	14,807	15,496	0.96
서울특별시 서초구 잠원동(1165054000)	26,239	10,518	2.49	12,643	13,596	0.93
서울특별시 서초구 반포본동(1165055000)	280	139	2.01	135	145	0.93
서울특별시 서초구 반포1동(1165056000)	34,140	14,828	2.3	16,631	17,509	0.95
서울특별시 서초구 반포2동(1165057000)	15,667	4,994	3.14	7,452	8,215	0.91
서울특별시 서초구 반포3동(1165058000)	22,530	7,807	2.89	10,738	11,792	0.91
서울특별시 서초구 반포4동(1165058100)	18,801	7,083	2.65	8,829	9,972	0.89
서울특별시 서초구 방배본동(1165059000)	20,651	7,960	2.59	9,540	11,111	0.86
서울특별시 서초구 방배1동(1165060000)	16,728	7,491	2.23	7,827	8,901	0.88
서울특별시 서초구 방배2동(1165061000)	18,491	8,018	2.31	8,637	9,854	0.88
서울특별시 서초구 방배3동(1165062000)	17,360	6,485	2.68	8,350	9,010	0.93
서울특별시 서초구 방배4동(1165062100)	23,124	9,613	2.41	10,538	12,586	0.84
서울특별시 서초구 양재1동(1165065100)	42,405	17,850	2.38	20,232	22,173	0.91
서울특별시 서초구 양재2동(1165065200)	21,532	10,935	1.97	10,769	10,763	1
서울특별시 서초구 내곡동(1165066000)	17,422	7,250	2.4	8,431	8,991	0.94
서울특별시 강남구 (1168000000)	529,698	233,287	2.27	253,449	276,249	0.92
서울특별시 강남구 신사동(1168051000)	15,660	6,883	2.28	7,282	8,378	0.87
서울특별시 강남구 논현1동(1168052100)	21,528	13,797	1.56	10,157	11,371	0.89
서울특별시 강남구 논현2동(1168053100)	20,522	11,157	1.84	9,615	10,907	0.88
서울특별시 강남구 압구정동(1168054500)	25,765	10,059	2.56	11,894	13,871	0.86
서울특별시 강남구 청담동(1168056500)	25,243	11,062	2.28	11,809	13,434	0.88
서울특별시 강남구 삼성1동(1168058000)	12,541	5,380	2.33	6,162	6,379	0.97
서울특별시 강남구 삼성2동(1168059000)	30,852	13,690	2.25	14,808	16,044	0.92
서울특별시 강남구 대치1동(1168060000)	23,856	7,233	3.3	11,973	11,883	1.01
서울특별시 강남구 대치2동(1168061000)	37,024	13,025	2.84	18,703	18,321	1.02
서울특별시 강남구 대치4동(1168063000)	19,283	10,001	1.93	9,149	10,134	0.9
서울특별시 강남구 역삼1동(1168064000)	34,604	23,794	1.45	16,858	17,746	0.95
서울특별시 강남구 역삼2동(1168065000)	36,985	15,868	2.33	17,306	19,679	0.88
서울특별시 강남구 도곡1동(1168065500)	21,214	8,474	2.5	10,035	11,179	0.9
서울특별시 강남구 도곡2동(1168065600)	32,788	11,517	2.85	15,232	17,556	0.87
서울특별시 강남구 개포1동(1168066000)	6,908	2,637	2.62	3,342	3,566	0.94
서울특별시 강남구 개포2동(1168067000)	28,556	9,949	2.87	13,865	14,691	0.94
서울특별시 강남구 개포4동(1168069000)	23,521	10,041	2.34	11,343	12,178	0.93
서울특별시 강남구 세곡동(1168070000)	43,298	18,081	2.39	20,424	22,874	0.89
서울특별시 강남구 일원본동(1168072000)	22,956	8,015	2.86	11,373	11,583	0.98
서울특별시 강남구 일원1동(1168073000)	14,862	7,427	2	7,218	7,644	0.94
서울특별시 강남구 일원2동(1168074000)	17,358	7,438	2.33	8,398	8,960	0.94
서울특별시 강남구 수서동(1168075000)	14,374	7,759	1.85	6,503	7,871	0.83
서울특별시 송파구 (1171000000)	659,381	284,952	2.31	317,464	341,917	0.93
서울특별시 송파구 풍납1동(1171051000)	12,437	5,849	2.13	6,095	6,342	0.96
서울특별시 송파구 풍납2동(1171052000)	24,286	10,862	2.24	11,507	12,779	0.9
서울특별시 송파구 거여1동(1171053100)	12,194	5,580	2.19	6,141	6,053	1.01
서울특별시 송파구 거여2동(1171053200)	23,655	10,015	2.36	11,553	12,102	0.95
서울특별시 송파구 마천1동(1171054000)	18,513	8,719	2.12	9,495	9,018	1.05
서울특별시 송파구 마천2동(1171055000)	18,028	8,605	2.1	9,218	8,810	1.05
서울특별시 송파구 방이1동(1171056100)	15,380	6,146	2.5	7,417	7,963	0.93
서울특별시 송파구 방이2동(1171056200)	25,882	15,168	1.71	11,874	14,008	0.85
서울특별시 송파구 오륜동(1171056600)	17,794	5,896	3.02	8,676	9,118	0.95
서울특별시 송파구 오금동(1171057000)	37,852	15,602	2.43	18,383	19,469	0.94
서울특별시 송파구 송파1동(1171058000)	23,758	12,413	1.91	11,107	12,651	0.88
서울특별시 송파구 송파2동(1171059000)	18,846	7,189	2.62	9,069	9,777	0.93
서울특별시 송파구 석촌동(1171060000)	31,056	16,832	1.85	14,743	16,313	0.9
서울특별시 송파구 삼전동(1171061000)	29,590	15,990	1.85	13,830	15,760	0.88
서울특별시 송파구 가락본동(1171062000)	25,710	11,672	2.2	12,758	12,952	0.99
서울특별시 송파구 가락1동(1171063100)	27,386	9,850	2.78	13,286	14,100	0.94
서울특별시 송파구 가락2동(1171063200)	31,484	12,304	2.56	15,375	16,109	0.95
서울특별시 송파구 문정1동(1171064100)	19,743	8,454	2.34	9,731	10,012	0.97
서울특별시 송파구 문정2동(1171064200)	28,714	15,736	1.82	13,153	15,561	0.85
서울특별시 송파구 장지동(1171064600)	28,950	12,074	2.4	13,965	14,985	0.93
서울특별시 송파구 위례동(1171064700)	44,356	14,427	3.07	21,645	22,711	0.95
서울특별시 송파구 잠실본동(1171065000)	27,875	15,814	1.76	13,299	14,576	0.91
서울특별시 송파구 잠실2동(1171067000)	34,745	11,520	3.02	16,565	18,180	0.91
서울특별시 송파구 잠실3동(1171068000)	34,003	11,810	2.88	16,150	17,853	0.9
서울특별시 송파구 잠실4동(1171069000)	21,171	7,210	2.94	10,190	10,981	0.93
서울특별시 송파구 잠실6동(1171071000)	16,571	5,844	2.84	7,857	8,714	0.9
서울특별시 송파구 잠실7동(1171072000)	9,402	3,371	2.79	4,382	5,020	0.87
서울특별시 강동구 (1174000000)	460,258	202,283	2.28	225,243	235,015	0.96
서울특별시 강동구 강일동(1174051500)	32,871	13,038	2.52	15,782	17,089	0.92
서울특별시 강동구 상일제1동(1174052500)	38,987	13,561	2.87	19,185	19,802	0.97
서울특별시 강동구 상일제2동(1174052600)	11,895	4,781	2.49	5,556	6,339	0.88
서울특별시 강동구 명일제1동(1174053000)	25,586	10,038	2.55	12,459	13,127	0.95
서울특별시 강동구 명일제2동(1174054000)	17,282	6,482	2.67	8,438	8,844	0.95
서울특별시 강동구 고덕제1동(1174055000)	23,804	8,094	2.94	12,083	11,721	1.03
서울특별시 강동구 고덕제2동(1174056000)	22,537	8,871	2.54	11,349	11,188	1.01
서울특별시 강동구 암사제1동(1174057000)	34,018	15,937	2.13	16,832	17,186	0.98
서울특별시 강동구 암사제2동(1174058000)	15,033	6,353	2.37	7,275	7,758	0.94
서울특별시 강동구 암사제3동(1174059000)	17,404	6,159	2.83	8,508	8,896	0.96
서울특별시 강동구 천호제1동(1174060000)	26,470	12,969	2.04	12,999	13,471	0.96
서울특별시 강동구 천호제2동(1174061000)	33,214	17,593	1.89	16,244	16,970	0.96
서울특별시 강동구 천호제3동(1174062000)	26,137	14,337	1.82	12,640	13,497	0.94
서울특별시 강동구 성내제1동(1174064000)	19,765	8,310	2.38	9,487	10,278	0.92
서울특별시 강동구 성내제2동(1174065000)	23,109	12,845	1.8	11,359	11,750	0.97
서울특별시 강동구 성내제3동(1174066000)	22,807	10,674	2.14	11,151	11,656	0.96
서울특별시 강동구 길동(1174068500)	45,057	21,877	2.06	21,965	23,092	0.95
서울특별시 강동구 둔촌제1동(1174069000)	68	40	1.7	38	30	1.27
서울특별시 강동구 둔촌제2동(1174070000)	24,214	10,324	2.35	11,893	12,321	0.97
부산광역시  (2600000000)	3,320,276	1,555,836	2.13	1,621,486	1,698,790	0.95
부산광역시 중구 (2611000000)	39,840	24,012	1.66	19,323	20,517	0.94
부산광역시 중구 중앙동(2611051000)	3,132	2,430	1.29	1,444	1,688	0.86
부산광역시 중구 동광동(2611052000)	2,545	1,661	1.53	1,288	1,257	1.02
부산광역시 중구 대청동(2611053000)	6,107	3,520	1.73	2,844	3,263	0.87
부산광역시 중구 보수동(2611054500)	10,353	5,969	1.73	4,994	5,359	0.93
부산광역시 중구 부평동(2611056000)	4,406	2,738	1.61	2,087	2,319	0.9
부산광역시 중구 광복동(2611057000)	940	565	1.66	483	457	1.06
부산광역시 중구 남포동(2611058000)	862	601	1.43	508	354	1.44
부산광역시 중구 영주제1동(2611059000)	4,608	2,963	1.56	2,340	2,268	1.03
부산광역시 중구 영주제2동(2611060000)	6,887	3,565	1.93	3,335	3,552	0.94
부산광역시 서구 (2614000000)	105,286	53,648	1.96	50,866	54,420	0.93
부산광역시 서구 동대신제1동(2614051000)	5,531	2,763	2	2,712	2,819	0.96
부산광역시 서구 동대신제2동(2614052000)	6,996	3,543	1.97	3,404	3,592	0.95
부산광역시 서구 동대신제3동(2614053000)	7,505	3,891	1.93	3,531	3,974	0.89
부산광역시 서구 서대신제1동(2614054000)	14,726	6,711	2.19	6,967	7,759	0.9
부산광역시 서구 서대신제3동(2614056000)	7,670	3,215	2.39	3,496	4,174	0.84
부산광역시 서구 서대신제4동(2614057000)	7,436	3,077	2.42	3,582	3,854	0.93
부산광역시 서구 부민동(2614059000)	7,475	4,122	1.81	3,549	3,926	0.9
부산광역시 서구 아미동(2614061500)	6,221	3,732	1.67	3,138	3,083	1.02
부산광역시 서구 초장동(2614063000)	4,093	2,503	1.64	2,065	2,028	1.02
부산광역시 서구 충무동(2614064000)	9,691	5,558	1.74	4,605	5,086	0.91
부산광역시 서구 남부민제1동(2614065000)	4,706	2,684	1.75	2,392	2,314	1.03
부산광역시 서구 남부민제2동(2614066000)	8,590	4,730	1.82	4,290	4,300	1
부산광역시 서구 암남동(2614068000)	14,646	7,119	2.06	7,135	7,511	0.95
부산광역시 동구 (2617000000)	86,670	46,402	1.87	42,381	44,289	0.96
부산광역시 동구 초량제1동(2617051000)	4,950	2,993	1.65	2,488	2,462	1.01
부산광역시 동구 초량제2동(2617052000)	5,523	3,308	1.67	2,761	2,762	1
부산광역시 동구 초량제3동(2617053000)	12,999	6,531	1.99	6,281	6,718	0.93
부산광역시 동구 초량제6동(2617055000)	5,623	3,054	1.84	2,751	2,872	0.96
부산광역시 동구 수정제1동(2617056000)	4,038	2,023	2	1,965	2,073	0.95
부산광역시 동구 수정제2동(2617057000)	9,508	4,987	1.91	4,531	4,977	0.91
부산광역시 동구 수정제4동(2617059000)	3,716	2,173	1.71	1,835	1,881	0.98
부산광역시 동구 수정제5동(2617060000)	5,068	2,668	1.9	2,429	2,639	0.92
부산광역시 동구 좌천동(2617064500)	11,699	5,870	1.99	5,676	6,023	0.94
부산광역시 동구 범일제1동(2617065000)	11,459	6,242	1.84	5,650	5,809	0.97
부산광역시 동구 범일제2동(2617066000)	7,860	4,467	1.76	3,943	3,917	1.01
부산광역시 동구 범일제5동(2617068000)	4,227	2,086	2.03	2,071	2,156	0.96
부산광역시 영도구 (2620000000)	108,294	54,362	1.99	53,300	54,994	0.97
부산광역시 영도구 남항동(2620053000)	10,619	5,706	1.86	5,325	5,294	1.01
부산광역시 영도구 영선제1동(2620054000)	3,855	1,882	2.05	1,840	2,015	0.91
부산광역시 영도구 영선제2동(2620055000)	7,883	3,713	2.12	3,829	4,054	0.94
부산광역시 영도구 신선동(2620058500)	7,855	4,449	1.77	3,929	3,926	1
부산광역시 영도구 봉래제1동(2620059000)	6,542	3,288	1.99	3,245	3,297	0.98
부산광역시 영도구 봉래제2동(2620060500)	7,671	3,617	2.12	3,726	3,945	0.94
부산광역시 영도구 청학제1동(2620063000)	5,810	2,904	2	2,849	2,961	0.96
부산광역시 영도구 청학제2동(2620064000)	17,318	7,944	2.18	8,551	8,767	0.98
부산광역시 영도구 동삼제1동(2620065000)	26,709	12,821	2.08	13,031	13,678	0.95
부산광역시 영도구 동삼제2동(2620066000)	4,653	2,387	1.95	2,426	2,227	1.09
부산광역시 영도구 동삼제3동(2620067000)	9,379	5,651	1.66	4,549	4,830	0.94
부산광역시 부산진구 (2623000000)	355,302	177,576	2	170,933	184,369	0.93
부산광역시 부산진구 부전제1동(2623051000)	15,756	10,427	1.51	7,859	7,897	1
부산광역시 부산진구 부전제2동(2623052000)	10,678	6,493	1.64	5,232	5,446	0.96
부산광역시 부산진구 연지동(2623054000)	23,681	9,952	2.38	11,282	12,399	0.91
부산광역시 부산진구 초읍동(2623055000)	21,256	9,885	2.15	10,226	11,030	0.93
부산광역시 부산진구 양정제1동(2623056000)	19,354	9,116	2.12	9,077	10,277	0.88
부산광역시 부산진구 양정제2동(2623057000)	11,818	7,619	1.55	5,410	6,408	0.84
부산광역시 부산진구 전포제1동(2623060000)	21,249	11,969	1.78	10,227	11,022	0.93
부산광역시 부산진구 전포제2동(2623061000)	22,429	12,311	1.82	10,494	11,935	0.88
부산광역시 부산진구 부암제1동(2623064000)	22,830	10,069	2.27	11,079	11,751	0.94
부산광역시 부산진구 부암제3동(2623066000)	17,051	6,879	2.48	8,350	8,701	0.96
부산광역시 부산진구 당감제1동(2623067000)	22,269	10,214	2.18	10,619	11,650	0.91
부산광역시 부산진구 당감제2동(2623068000)	10,049	4,628	2.17	4,779	5,270	0.91
부산광역시 부산진구 당감제4동(2623070000)	11,002	5,093	2.16	5,345	5,657	0.94
부산광역시 부산진구 가야제1동(2623071000)	18,657	10,058	1.85	9,349	9,308	1
부산광역시 부산진구 가야제2동(2623072000)	17,863	7,776	2.3	8,649	9,214	0.94
부산광역시 부산진구 개금제1동(2623074000)	16,550	8,995	1.84	7,957	8,593	0.93
부산광역시 부산진구 개금제2동(2623075000)	10,592	4,952	2.14	5,163	5,429	0.95
부산광역시 부산진구 개금제3동(2623076000)	27,954	12,382	2.26	13,442	14,512	0.93
